the_geom,OBJECTID,STATEFP10,COUNTYFP10,Tract,Block Group,GEOID10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SUMLEV,STATE,COUNTY,TRACT,BLKGRP,GEOID10_1,TOTAL_POP,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULTI_RACE,HISPANIC,NON_HISPAN,HSE_UNITS,OCCUP,VACANT,PST_CD,CITY,GlobalID,Shape.STArea(),Shape.STLength(),TRACTNAME10
"MULTIPOLYGON (((-78.877126000268 42.904731998859, -78.877134999784 42.903482998841, -78.87713599983 42.90226299926, -78.877387999755 42.902269998684, -78.878101000246 42.90227599896, -78.879036000179 42.902284999375, -78.880310999597 42.902292998845, -78.880910000229 42.902289998706, -78.881015999719 42.902291998798, -78.881820999955 42.902287998614, -78.881867000277 42.902989999498, -78.881869000369 42.903006999382, -78.881882000069 42.903951998876, -78.881902000091 42.904768998766, -78.88192300016 42.905433998843, -78.881948000413 42.906472999073, -78.881957999975 42.906880998995, -78.881960000067 42.906953998763, -78.881986000366 42.908759999276, -78.88198500032 42.908958999456, -78.880325000242 42.908952999179, -78.878720000002 42.908937999387, -78.878724000186 42.908911999088, -78.878727000324 42.908694998977, -78.878749999586 42.906518999395, -78.878749999586 42.905643998631, -78.878756999909 42.904744999458, -78.877126000268 42.904731998859)))",68,36,029,006701,1,360290067011,Block Group 1,G5030,S,228137,0,+42.9053114,-078.8799558,150,36,029,006701,1,360290067011,1221,921,203,11,31,0,30,25,69,1152,923,853,70,,,{866983A1-9AF5-401D-B2B5-319495FB1930},0.000025146426115,0.022917797412228,67.01
"MULTIPOLYGON (((-78.865912999598 42.911245998758, -78.866263000443 42.910286998619, -78.866522999838 42.909553999004, -78.866719999926 42.908995999362, -78.866770999579 42.908853999112, -78.866934999944 42.908326999101, -78.867168999939 42.907665999208, -78.867493999632 42.906746999113, -78.867783000363 42.905810999134, -78.86816900017 42.9046309987, -78.869685999951 42.904650998722, -78.870237000169 42.904654998907, -78.8722969998 42.904667999506, -78.871691999791 42.906738998745, -78.871682000229 42.90678399902, -78.871428000212 42.907612999463, -78.871081999551 42.908871999042, -78.871044999644 42.908984998855, -78.870770999604 42.909844998928, -78.870521999817 42.910617999487, -78.870324999729 42.91126099945, -78.870054999874 42.911251999035, -78.868135000401 42.911250998989, -78.866388999956 42.911244998712, -78.866005000242 42.91124299862, -78.865912999598 42.911245998758)))",70,36,029,006702,1,360290067021,Block Group 1,G5030,S,255428,0,+42.9079879,-078.8691840,150,36,029,006702,1,360290067021,1023,663,254,8,45,0,23,30,72,951,697,636,61,,,{E27920F0-17E8-4B56-8BF6-B2B83388D9D9},0.000028155760355,0.022413174993058,67.02
"MULTIPOLYGON (((-78.898247999954 42.937616999387, -78.898670999668 42.937489998929, -78.899553999902 42.937240999142, -78.90039199986 42.937005999101, -78.900420000251 42.936997998733, -78.901336000208 42.936738999384, -78.902140000397 42.936513998905, -78.903119999706 42.936239998865, -78.904176999867 42.935952999125, -78.905123000307 42.937822998991, -78.90410900033 42.938104999399, -78.9033929997 42.938307998864, -78.903109000099 42.938384998817, -78.902295000348 42.938607999204, -78.901348999908 42.938871998783, -78.90094500017 42.938984999495, -78.900508999857 42.939106998823, -78.899606999647 42.939360998841, -78.898598999946 42.939642999249, -78.898418999743 42.939296999488, -78.898381999836 42.939204998844, -78.898110999934 42.938661998995, -78.898206999863 42.937718998693, -78.898247999954 42.937616999387)))",34,36,029,005900,4,360290059004,Block Group 4,G5030,S,123666,0,+42.9377902,-078.9014631,150,36,029,005900,4,360290059004,738,489,88,7,73,0,61,20,161,577,340,279,61,,,{4DD3C4B9-709E-4DD9-9B63-641EA3DBE731},0.000013638214537,0.017180851238476,59
"MULTIPOLYGON (((-78.843228999855 42.912248999128, -78.84320699974 42.911818999091, -78.843183999579 42.910989998649, -78.843156000087 42.910029999362, -78.843184999625 42.909323999194, -78.843167999741 42.908436998776, -78.843141000295 42.907321998639, -78.844637000007 42.906207999448, -78.84492599984 42.905549998794, -78.845175999672 42.904882998625, -78.845464000358 42.904111999057, -78.845775000305 42.903732998674, -78.846352999969 42.90373899895, -78.847046000437 42.903746999319, -78.847112999929 42.903747999365, -78.848073000115 42.903757998927, -78.848099999561 42.90557699914, -78.848104999791 42.907395999352, -78.848111000068 42.908170999104, -78.848084999768 42.909318998963, -78.84808199963 42.910093998715, -78.848079000391 42.911015998948, -78.848082999676 42.911064999408, -78.848086999861 42.911118999199, -78.848089999999 42.912310999288, -78.84660099971 42.912288999173, -78.845157999742 42.912272999335, -78.843413000242 42.912252999312, -78.843228999855 42.912248999128)))",244,36,029,003302,2,360290033022,Block Group 2,G5030,S,329371,0,+42.9084592,-078.8458745,150,36,029,003302,2,360290033022,1086,130,922,3,7,0,8,16,22,1064,534,405,129,,,{27CDDB6E-6F6B-4BD0-BA8C-D2435CFEA444},0.000036306996419,0.025252265553882,33.02
"MULTIPOLYGON (((-78.823795999784 42.840072998653, -78.823797999877 42.839668998916, -78.823808000338 42.838858999349, -78.823815999807 42.838045998745, -78.823822000084 42.837760999097, -78.823822000084 42.837234999132, -78.823832999691 42.836417999243, -78.823833999738 42.836378999244, -78.823845000245 42.835549998801, -78.823847000337 42.835336998875, -78.823854999806 42.834815999141, -78.823865000267 42.834162998717, -78.823887000382 42.832906999276, -78.823909999644 42.832041998972, -78.825140999731 42.832065999179, -78.825095524613 42.832036936689, -78.82520297471 42.832035989703, -78.824468547872 42.831558384055, -78.824047632786 42.831289852792, -78.823939250992 42.831220282139, -78.823940287011 42.831127330013, -78.823946530104 42.830574076993, -78.823948412385 42.830459081584, -78.824654999811 42.830357998687, -78.825354999703 42.830557998914, -78.828203999731 42.831875999414, -78.832569000394 42.831732999118, -78.832094000082 42.832264999359, -78.832138000312 42.835478999126, -78.832444000028 42.836490999011, -78.83244099989 42.836726999098, -78.832475999705 42.838039999368, -78.832344999961 42.838730998845, -78.832425000052 42.838732998937, -78.832400999845 42.840163999251, -78.830299000076 42.840141999136, -78.825471999701 42.840087999345, -78.825440000024 42.840084999207, -78.825156000423 42.840080999022, -78.823795999784 42.840072998653)))",121,36,029,000110,1,360290001101,Block Group 1,G5030,S,665980,0,+42.8357946,-078.8279675,150,36,029,000110,1,360290001101,589,523,26,6,0,0,8,26,58,531,283,253,30,,,{EB04F3AD-B384-4065-AEB6-74B25D2706C2},0.00007322874301,0.037992629394824,1.10
"MULTIPOLYGON (((-78.806327000316 42.940949999243, -78.806889000142 42.940718999387, -78.807215999927 42.940582999413, -78.807124000183 42.940464999369, -78.806745999845 42.93994799892, -78.806745999845 42.939882998621, -78.807445999737 42.939600999112, -78.809312000318 42.938839999106, -78.809692999894 42.938684999156, -78.810388999602 42.938408999024, -78.810432999831 42.938391999139, -78.811170999677 42.938083999331, -78.812210999953 42.937657999479, -78.812989999889 42.937332998886, -78.813639000128 42.93733199884, -78.813643000313 42.937956998872, -78.813647999644 42.938623999042, -78.813647999644 42.939123998708, -78.813644000359 42.939289999165, -78.81364899969 42.939390999324, -78.813652999874 42.940201998937, -78.81365399992 42.94037699891, -78.813657000059 42.94095599862, -78.813658000105 42.941146999331, -78.813658000105 42.941686999042, -78.813659000151 42.941908999383, -78.8128709998 42.941910999475, -78.810840999753 42.941907999337, -78.809983999818 42.941907999337, -78.809029999909 42.941902999106, -78.808534000428 42.941902999106, -78.808135000021 42.941915998806, -78.806890000188 42.941917998898, -78.806891000234 42.94183499867, -78.806891000234 42.941660998743, -78.806868000073 42.941669999158, -78.806851000189 42.941641998766, -78.806615000102 42.941329998773, -78.806327000316 42.940949999243)))",89,36,029,004300,6,360290043006,Block Group 6,G5030,S,213204,0,+42.9401102,-078.8106721,150,36,029,004300,6,360290043006,965,71,866,2,4,0,1,21,19,946,415,340,75,,,{6532E15F-5DB8-4A50-A053-A7C9A3BFC689},0.000023513608937,0.021739516801202,43
"MULTIPOLYGON (((-78.843872999863 42.954436998617, -78.843903000347 42.952489998799, -78.843927999701 42.952092999384, -78.843942000346 42.951544999305, -78.843970999884 42.950287998918, -78.843974000022 42.949864999204, -78.843988999814 42.949401999445, -78.844070999997 42.949401999445, -78.8443159996 42.949414999145, -78.844477999873 42.949431999029, -78.844932000116 42.949494999235, -78.845115999605 42.949527998958, -78.845480000196 42.94960499891, -78.845875999564 42.949707999161, -78.84608900039 42.949768999275, -78.846262000271 42.949822999067, -78.846601999756 42.94994099911, -78.846908000371 42.950060999246, -78.847222999603 42.950200999404, -78.847664000147 42.950401998777, -78.847971999955 42.950540998889, -78.848269000156 42.950668999393, -78.848795000121 42.950847998651, -78.848852000051 42.950866998628, -78.848845999774 42.950885999504, -78.848907999934 42.950931998926, -78.849057999654 42.950975999156, -78.850375000109 42.951270999265, -78.850574000289 42.951311999356, -78.850979000072 42.951349999309, -78.851204999698 42.951366999193, -78.851473000361 42.951400998962, -78.851815999984 42.951424999169, -78.853035999565 42.951439998961, -78.853068000141 42.953717998748, -78.853076999656 42.954560998937, -78.851299000434 42.954519998846, -78.849477000083 42.954496998685, -78.849429999715 42.954495998639, -78.848372999554 42.954485999077, -78.847281999625 42.954473999423, -78.84617699995 42.954462998916, -78.845074000367 42.954451999308, -78.843872999863 42.954436998617)))",279,36,029,004800,3,360290048003,Block Group 3,G5030,S,323785,0,+42.9524711,-078.8480220,150,36,029,004800,3,360290048003,1299,1151,84,8,25,0,18,13,82,1217,635,593,42,,,{10A9B035-D6BB-41AE-A4C9-D238E99A73A0},0.000035716194618,0.02675127076124,48
"MULTIPOLYGON (((-78.83584000009 42.903626999184, -78.835504999936 42.903620998907, -78.834980000017 42.903609999299, -78.83450100042 42.903603999023, -78.834507999843 42.902722998881, -78.834503999659 42.900376998657, -78.834513000074 42.89976099904, -78.834508999889 42.899141999284, -78.835535999567 42.898816998692, -78.836619000026 42.898478999299, -78.838963000158 42.897735999224, -78.839292000035 42.897631998926, -78.839292000035 42.899058999056, -78.839288999897 42.899979999243, -78.839282999621 42.900669998674, -78.839284999713 42.900867998807, -78.839279000335 42.90088799883, -78.839285999759 42.901322999097, -78.839294000128 42.902321999282, -78.839311000012 42.903666999229, -78.837695000164 42.903651999437, -78.836522000052 42.903635998699, -78.83584000009 42.903626999184)))",159,36,029,002702,2,360290027022,Block Group 2,G5030,S,227979,0,+42.9009974,-078.8370189,150,36,029,002702,2,360290027022,536,38,418,2,67,0,1,10,5,531,341,234,107,,,{935EC316-3281-4D64-9D2E-4B6D245C00F9},0.000025127285729,0.020324374014886,27.02
"MULTIPOLYGON (((-78.814758000449 42.912213999313, -78.814752000172 42.909794999321, -78.814751000126 42.90975399923, -78.814776000379 42.90975399923, -78.815774999665 42.909750999092, -78.815807000241 42.909750999092, -78.816800000149 42.909747998954, -78.816847999664 42.909747998954, -78.817818000311 42.909743998769, -78.817878000379 42.909743998769, -78.818709000014 42.909740998631, -78.820338999609 42.909733999208, -78.820951999987 42.909730999069, -78.821296999702 42.909593999049, -78.821819000382 42.909392998777, -78.822286000326 42.909204999104, -78.822553000043 42.909096998622, -78.823226999636 42.908826998767, -78.824247999936 42.90842299903, -78.824253000166 42.909093999383, -78.824253000166 42.909197998781, -78.824258000397 42.910312998918, -78.824260999636 42.91070799914, -78.824256000305 42.911186998737, -78.824259000443 42.912012999041, -78.824262999728 42.912820999415, -78.824269000004 42.913592999028, -78.824285999889 42.914476999308, -78.823755999739 42.914488998962, -78.823286999704 42.914502998708, -78.822636000272 42.914522998731, -78.822314999864 42.914533999238, -78.821523000228 42.914558999491, -78.821334999655 42.914564998868, -78.820432000298 42.914594999352, -78.820355000346 42.91459799949, -78.819312999978 42.914631999259, -78.818489999812 42.914651999281, -78.81772000029 42.914657998659, -78.816728999575 42.914662998889, -78.816732999759 42.914596999444, -78.816725000289 42.91266199928, -78.816727000382 42.911424998916, -78.815992999822 42.911720999071, -78.815724000012 42.911825999414, -78.814758000449 42.912213999313)))",246,36,029,003600,3,360290036003,Block Group 3,G5030,S,388148,0,+42.9118878,-078.8201492,150,36,029,003600,3,360290036003,845,35,757,0,34,0,2,17,29,816,522,369,153,,,{2C66F9DB-89E0-434C-AC9F-50327F217F78},0.000042788173102,0.031180504043046,36
"MULTIPOLYGON (((-78.817133000211 42.85700999878, -78.816343999814 42.856607999135, -78.816433000319 42.856544998928, -78.816687000336 42.856359999394, -78.817436999835 42.855814999452, -78.818352999792 42.855146999237, -78.818723999806 42.854876999381, -78.81960199981 42.854224999004, -78.820019000146 42.853917999241, -78.820435000437 42.854223998958, -78.8207159999 42.854428999414, -78.821416999838 42.854943998872, -78.822163000052 42.85548999886, -78.822705999901 42.855891999404, -78.823608000112 42.856059999055, -78.823603999927 42.856363998679, -78.823569000112 42.856302999464, -78.822991999595 42.857975999242, -78.822969000333 42.858044998825, -78.822745999946 42.858694999111, -78.822578000296 42.859173998708, -78.822382000254 42.859490998931, -78.821508999582 42.859231998683, -78.821016000239 42.858961998828, -78.820339999655 42.858545999437, -78.819978000055 42.85832299905, -78.819366999769 42.857958999358, -78.818244000163 42.857499998884, -78.817437999881 42.857165998776, -78.817133000211 42.85700999878)))",140,36,029,000900,1,360290009001,Block Group 1,G5030,S,186524,0,+42.8566811,-078.8204325,150,36,029,000900,1,360290009001,632,590,22,1,1,1,5,12,37,595,299,283,16,,,{9CAF906C-9907-45FD-AE8C-09746656B941},0.000020543774402,0.019306894075005,9
"MULTIPOLYGON (((-78.814976999752 42.843582999474, -78.814991000398 42.842770998916, -78.81500600019 42.841968998818, -78.815023000074 42.841159999298, -78.815027000258 42.841032998839, -78.815046000235 42.840333998993, -78.815058999935 42.839528998758, -78.819500999651 42.839594999102, -78.823797999877 42.839668998916, -78.823795999784 42.840072998653, -78.823786000223 42.840457999313, -78.823786000223 42.840501998644, -78.823780999992 42.840880999027, -78.823774999716 42.841264998742, -78.823768000292 42.841682999124, -78.823763000062 42.842080999484, -78.823758999878 42.842498998968, -78.823752999601 42.842882998682, -78.823746000178 42.843329999503, -78.823738999855 42.84368499878, -78.823733999624 42.844094998794, -78.823732000432 42.844514999268, -78.820438999722 42.844479999454, -78.820438999722 42.844434999178, -78.820450000229 42.843644998734, -78.817968000031 42.843611999012, -78.814976999752 42.843582999474)))",126,36,029,000600,1,360290006001,Block Group 1,G5030,S,345711,0,+42.8417925,-078.8195813,150,36,029,000600,1,360290006001,1825,1642,67,23,17,0,30,46,106,1719,853,777,76,,,{9790B2BB-78F1-45C3-84CE-51BFF48271A5},0.000038067358303,0.027243148267232,6
"MULTIPOLYGON (((-78.828121000402 42.940123998939, -78.82814999994 42.939463999092, -78.828154000125 42.939137999353, -78.828161000447 42.938811998715, -78.828217000331 42.936381999115, -78.828214000192 42.93634199907, -78.828236000307 42.934620998878, -78.829371999613 42.934637998762, -78.830505999726 42.934654998647, -78.830508999864 42.934418999459, -78.830873999602 42.934424998836, -78.831056999944 42.934428999021, -78.831083000243 42.934438999482, -78.831655999677 42.934450999136, -78.831634999608 42.935230999118, -78.831614000439 42.936024998847, -78.831601999886 42.936449998653, -78.83311300029 42.93647399886, -78.834958999948 42.936503999343, -78.834948000341 42.936990999309, -78.83493000041 42.937787999176, -78.834910000388 42.938664999133, -78.834896999788 42.939243998843, -78.834895999742 42.939300998773, -78.83486300002 42.940207999214, -78.831520999749 42.940168999215, -78.828121000402 42.940123998939)))",61,36,029,004001,1,360290040011,Block Group 1,G5030,S,284543,0,+42.9377425,-078.8312259,150,36,029,004001,1,360290040011,922,21,860,3,0,0,8,30,35,887,494,422,72,,,{F7EC30F2-2D19-4E02-B0B5-6B572D881168},0.00003138004542,0.024964981082757,40.01
"MULTIPOLYGON (((-78.869159999986 42.954600998982, -78.869099999918 42.953892998721, -78.869092999596 42.953777998816, -78.869053999596 42.953134998854, -78.869050000311 42.95306099904, -78.868971000267 42.952320999103, -78.868886999992 42.951530998659, -78.868881999762 42.951485999283, -78.869427999749 42.951486999329, -78.872866999995 42.951484999237, -78.872865999949 42.952310998642, -78.872874000318 42.953083999201, -78.872879999695 42.953121999154, -78.87384800025 42.953116998923, -78.875618000002 42.9531099995, -78.875619000048 42.953196999014, -78.87547899989 42.953302999403, -78.875182999735 42.953503998776, -78.874870999742 42.953690999302, -78.874541999865 42.953861999091, -78.874372000122 42.953940999135, -78.874022000176 42.954087998717, -78.873841999973 42.954154999107, -78.873527999888 42.954261998644, -78.873206000333 42.95435599938, -78.87287600041 42.954434999424, -78.872635000092 42.954484999031, -78.872391999683 42.95452899926, -78.872148000126 42.95456799926, -78.87188599974 42.954599998936, -78.871621000115 42.954619998959, -78.871265999939 42.95462999942, -78.871068999851 42.954627999327, -78.870254000054 42.954633998705, -78.870064000289 42.954627999327, -78.869866000155 42.954600998982, -78.869159999986 42.954600998982)))",9,36,029,005000,2,360290050002,Block Group 2,G5030,S,128604,0,+42.9531151,-078.8714124,150,36,029,005000,2,360290050002,554,419,94,1,3,0,15,22,29,525,296,271,25,,,{C1F83D72-8E8D-40D0-9DD4-E643CFCA0AA4},0.000014186250398,0.018342070078232,50
